sto 0
rtm 2
mtr 2
rtr 2
inc 1
dec 1
loa 2
add 3
sub 3
mul 3
equ 3
neq 3
grt 3
jmp 1
cjp 2
jsb 1
ret 0
pri 1
prc 1
sci 1
scc 1
